              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     272.536     122.282      20.487      48.795
     274.542     122.242      20.515      48.795
     276.549     122.214      20.542      48.794
     278.555     122.175      20.569      48.794
     280.562     122.137      20.597      48.793
     282.561     122.099      20.624      48.792
     284.568     122.063      20.651      48.792
     286.574     122.027      20.678      48.791
     288.581     121.991      20.706      48.791
     290.588     121.957      20.733      48.790
     292.595     121.923      20.760      48.790
     294.602     121.879      20.788      48.789
     296.601     121.846      20.815      48.788
     298.608     121.815      20.842      48.788
     300.615     121.772      20.869      48.787
     302.622     121.742      20.897      48.786
     304.630     121.701      20.924      48.786
     306.629     121.661      20.951      48.785
     308.637     121.633      20.978      48.784
     310.644     121.595      21.006      48.784
     312.651     121.557      21.033      48.783
     314.651     121.520      21.060      48.782
     316.659     121.484      21.087      48.782
     318.666     121.448      21.115      48.781
     320.674     121.413      21.142      48.780
     322.674     121.379      21.169      48.779
     324.682     121.334      21.197      48.779
     326.690     121.302      21.224      48.778
     328.690     121.269      21.251      48.777
     330.698     121.227      21.278      48.776
     332.706     121.196      21.306      48.776
     334.714     121.155      21.333      48.775
     336.715     121.115      21.360      48.774
     338.723     121.087      21.388      48.773
     340.731     121.048      21.415      48.773
     342.732     121.010      21.442      48.772
     344.740     120.972      21.469      48.771
     346.741     120.935      21.497      48.770
     348.750     120.900      21.524      48.769
     350.758     120.864      21.551      48.769
     352.760     120.830      21.578      48.768
     354.768     120.796      21.606      48.767
     356.769     120.763      21.633      48.766
     358.778     120.719      21.660      48.765
     360.787     120.688      21.687      48.764
     362.789     120.645      21.715      48.764
     364.797     120.615      21.742      48.763
     366.799     120.575      21.769      48.762
     368.808     120.546      21.796      48.761
     370.810     120.507      21.824      48.760
     372.819     120.468      21.851      48.759
     374.821     120.430      21.878      48.758
     376.831     120.393      21.905      48.757
     378.833     120.357      21.933      48.757
     380.842     120.321      21.960      48.756
     382.845     120.286      21.987      48.755
     384.854     120.252      22.014      48.754
     386.856     120.219      22.042      48.753
     388.859     120.175      22.069      48.752
     390.869     120.143      22.096      48.751
     392.872     120.100      22.123      48.750
     394.882     120.070      22.151      48.749
     396.885     120.029      22.178      48.748
     398.887     120.000      22.205      48.747
     400.898     119.960      22.232      48.746
     402.901     119.921      22.260      48.745
     404.911     119.884      22.287      48.744
     406.914     119.857      22.314      48.743
     408.917     119.820      22.341      48.742
     410.928     119.785      22.368      48.741
     412.931     119.749      22.396      48.740
     414.935     119.703      22.423      48.739
     416.938     119.670      22.450      48.738
     418.949     119.637      22.477      48.737
     420.953     119.604      22.505      48.736
     422.957     119.561      22.532      48.735
     424.961     119.530      22.559      48.734
     426.972     119.489      22.586      48.733
      -2.201     129.288      16.745      48.830
      -0.196     129.249      16.773      48.830
       1.808     129.222      16.800      48.830
       3.820     129.184      16.827      48.831
       5.824     129.148      16.855      48.831
       7.828     129.112      16.882      48.831
       9.832     129.065      16.909      48.832
      11.837     129.031      16.937      48.832
      13.848     128.997      16.964      48.832
      15.853     128.964      16.991      48.832
      17.857     128.920      17.019      48.833
      19.861     128.888      17.046      48.833
      21.865     128.846      17.073      48.833
      23.876     128.816      17.101      48.833
      25.880     128.775      17.128      48.834
      27.884     128.735      17.155      48.834
      29.889     128.707      17.183      48.834
      31.893     128.669      17.210      48.834
      33.904     128.631      17.237      48.834
      35.908     128.594      17.264      48.835
      37.912     128.557      17.292      48.835
